Complexity,Loss,Equation
1,0.11858215,"0.2631686"
4,0.118582144,"(square(-0.06075487) + 0.25948116)"
6,0.10768632,"(0.3816987 + (-0.033433735 * square(x0)))"
7,0.083044775,"(0.26409248 + ((0.07481209 * x0) * x1))"
8,0.08286019,"(0.26409248 + (square(0.26409248) * (x0 * x1)))"
9,4.8742087e-12,"exp(square((-1.000001 * x1) + x0) * -1.0000114)"
10,1.1083825e-12,"square(exp(square((-1.000001 * x1) + x0) * -0.5000023))"
